ID,NAME,SHIRT NAME,CALL NAME,AGE,INJURY TOLERANCE,DRIBBLE STYLE,FK STYLE,PK STYLE,DK STYLE,GOAL CELEBRATION 1,GOAL CELEBRATION 2,GROWTH TYPE,SPECIFIC GROWTH TYPE,CONSISTENCY,STRONG FOOT,FAVOURED SIDE,REGISTERED POSITION,GK,SW,CB,SB,DM,WB,CM,SM,AM,WF,SS,CF,NATIONALITY,INTERNATIONAL NUMBER,CLASSIC NUMBER,CLUB TEAM,CLUB NUMBER,FACE TYPE,SKIN COLOR,HEAD HEIGHT,HEAD WIDTH,HEAD POSITION,PRESET FACE NUMBER,BROWS TYPE,BROWS ANGLE,BROWS HEIGHT,EYEBROW SPACING,EYES TYPE,EYES POSITION,EYES ANGLE,EYES LENGTH,EYES WIDTH,EYE COLOR 1,EYE COLOR 2,NOSE TYPE,NOSE HEIGHT,NOSE WIDTH,CHEEK TYPE,CHEEK SHAPE,MOUTH TYPE,MOUTH SIZE,MOUTH POSITION,JAW TYPE,CHIN HEIGHT,CHIN WIDTH,HAIR TYPE,HAIR SHAPE,HAIR FRONT,HAIR VOLUME,HAIR DARKNESS,HAIR COLOR TYPE,HAIR COLOR PATTERN,HAIR COLOR RGB-R,HAIR COLOR RGB-G,HAIR COLOR RGB-B,BANDANA TYPE,BANDANA COLOR,CAP,CAP TYPE,FACIAL HAIR TYPE,FACIAL HAIR COLOR,GLASSES TYPE,GLASSES COLOR,HEIGHT,WEIGHT,NECK LENGTH,NECK WIDTH,SHOULDER HEIGHT,SHOULDER WIDTH,CHEST MEASUREMENT,WAIST CIRCUMFERENCE,ARM CIRCUMFERENCE,LEG CIRCUMFERENCE,CALF CIRCUMFERENCE,LEG LENGTH,NECK WARMER,NECKLACE TYPE,NECKLACE COLOR,WRISTBAND,WRISTBAND COLOR,BRACELET TYPE,BRACELET COLOR,GLOVES,FINGER BAND TYPE,SHIRT TYPE,SLEEVE LENGTH,UNDER SHORTS,UNDER SHORTS COLOR,SOCKS TYPE,ANKLE TAPE,ATTACK,DEFENSE,BALANCE,STAMINA,TOP SPEED,ACCELERATION,RESPONSE,AGILITY,DRIBBLE ACCURACY,DRIBBLE SPEED,SHORT PASS ACCURACY,SHORT PASS SPEED,LONG PASS ACCURACY,LONG PASS SPEED,SHOT ACCURACY,SHOT POWER,SHOT TECHNIQUE,FREE KICK ACCURACY,SWERVE,HEADING,JUMP,TECHNIQUE,AGGRESSION,MENTALITY,GOALKEEPING,TEAMWORK,CONDITION,WEAK FOOT ACCURACY,WEAK FOOT FREQUENCY,DRIBBLING,TACTICAL DRIBBLE,POSITIONING,REACTION,PLAYMAKING,PASSING,SCORING,1-1 SCORING,POST PLAYER,LINES,MIDDLE SHOOTING,SIDE,CENTRE,PENALTIES,1-TOUCH PASS,OUTSIDE,MARKING,SLIDING,COVERING,D-LINE CONTROL,PENALTY STOPPER,1-ON-1 STOPPER,LONG THROW
30,Simons,S I M O N S,8854,29,A,1,1,1,1,N,N,Late,2,7,R,B,DM,0,0,1,0,1,0,0,0,0,0,0,0,Belgium,3,0,Villarreal C.F.,14,Build,1,0,-7,0,1,16,-2,-3,0,2,-1,-2,1,1,1,Brown 2,5,0,0,1,0,16,0,0,1,-2,-1,Very Short 2,1,7,NA,NA,Pattern,12,63,63,63,NA,White,N,1,N,Same,N,1,186,79,3,0,0,0,0,0,0,0,0,0,N,N,White,N,None,None,White,N,N,Untucked,Auto,N,Same,Standard,Y,62,80,85,85,75,78,82,72,74,70,79,80,76,72,63,80,62,66,63,80,82,73,62,85,50,85,7,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0
31,Buffel,B U F F E L,9154,25,A,1,1,1,1,N,N,Early,126,6,R,B,SS,0,0,0,0,0,0,0,1,1,0,1,0,Belgium,10,0,Parma,66,Preset,1,-7,0,0,27,8,2,0,0,1,0,0,0,0,1,Dark Grey 2,1,0,0,1,0,1,0,0,1,0,0,Very Short 2,3,6,NA,NA,Pattern,12,63,63,63,NA,White,N,1,N,Same,N,1,175,68,0,0,0,0,0,0,0,0,0,0,N,N,White,N,None,None,White,N,N,Untucked,Auto,N,Same,Standard,N,82,49,83,82,80,83,84,78,82,75,75,71,76,73,85,79,83,60,66,75,76,84,75,70,50,72,5,5,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
32,Goor,G  O  O  R,65535,33,A,1,2,1,1,N,N,Standard/Lasting,96,7,L,L,SM,0,0,0,0,0,0,1,1,1,1,0,0,Belgium,8,0,RSC Anderlecht,14,Build,1,-2,1,0,1,16,-2,-1,-3,2,-1,-3,0,0,2,Brown 2,3,0,0,5,0,14,-1,0,1,0,0,Very Short 2,3,6,NA,NA,Pattern,12,63,63,63,NA,Black,N,1,68,Same,N,1,183,76,0,0,0,0,0,0,0,0,0,0,N,N,White,N,None,None,White,N,1,Standard,Auto,N,Same,Standard,N,79,57,79,85,77,74,76,74,81,73,77,75,84,83,78,81,80,77,85,78,72,85,70,75,50,81,6,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
33,Pieroni,P I E R O N I,10175,26,A,1,1,1,1,N,N,Standard,62,5,R,B,CF,0,0,0,0,0,0,0,0,0,0,0,1,Belgium,9,0,AJ Auxerre,9,Build,1,0,4,0,1,7,0,-3,0,24,-1,-3,-2,-2,1,Brown 2,6,-3,-1,3,0,6,0,-2,2,-3,1,Very Short 2,2,6,NA,NA,Pattern,9,63,63,63,NA,White,N,1,N,Same,N,1,187,87,0,0,0,0,0,0,0,0,0,0,N,N,White,N,None,None,White,N,2,Standard,Auto,N,Same,Standard,Y,76,48,82,80,80,73,80,73,74,72,73,67,65,67,75,89,74,77,73,80,78,73,71,69,50,73,4,5,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,Sonck,S  O  N  C  K,8855,28,B,1,1,1,1,44,47,Early,-44,7,R,B,CF,0,0,0,0,0,0,0,0,0,1,1,1,Belgium,16,0,,0,Preset,1,-1,-1,0,28,8,2,0,0,1,0,0,0,0,1,Dark Grey 2,1,0,0,1,0,1,0,0,1,0,0,Straight 1,2,2,1,NA,Pattern,17,63,63,63,N,White,N,1,N,Same,N,1,174,75,0,0,0,0,0,0,0,0,0,0,N,N,White,N,None,None,White,Y,N,Standard,Auto,N,Same,Standard,Y,79,43,78,84,77,80,88,78,76,78,75,70,75,72,78,80,81,70,72,82,87,76,90,75,50,78,4,6,6,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
35,Vandenbussche,VANDENBUSSCHE,10558,25,A,1,1,1,2,N,N,Late,-116,4,L,B,GK,1,0,0,0,0,0,0,0,0,0,0,0,Belgium,12,0,,0,Build,1,-7,-7,0,1,3,-2,-2,0,29,0,-3,-3,-3,1,Dark Grey 2,5,-1,-1,3,0,10,-1,0,2,0,-1,Straight 1,2,6,1,NA,Pattern,20,63,63,63,N,White,N,1,N,Same,N,1,196,83,0,0,0,0,0,0,0,0,0,0,N,N,White,N,None,None,White,N,N,Standard,Long,N,Same,Standard,N,30,77,86,61,67,65,85,64,53,42,46,44,53,64,37,81,37,37,38,40,73,46,52,70,79,65,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,Kompany,V I N C E N T,9770,20,A,1,1,1,1,N,N,Standard,57,5,R,B,SW,0,1,1,0,0,0,0,0,0,0,0,0,Belgium,22,0,,0,Preset,3,-7,1,0,39,16,-2,-3,0,28,0,-2,-3,-3,1,Black 2,4,-3,1,5,0,2,1,-3,1,-3,-1,Buzz Cut,1,1,NA,1,Pattern,9,63,63,63,NA,Black,N,1,N,Same,N,1,190,85,3,0,0,0,0,0,0,0,0,0,N,1,White,L,White,None,White,Y,N,Standard,Long,N,Same,Standard,Y,65,78,84,82,75,73,73,72,75,72,76,77,81,77,64,82,67,64,60,74,76,78,68,60,50,76,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
37,Vermaelen,VERMAELEN,9963,20,A,1,1,1,1,N,N,Standard,28,6,R,B,CB,0,0,1,1,0,0,0,0,0,0,0,0,Belgium,17,0,,0,Build,1,0,0,0,1,21,0,2,3,5,0,-3,0,0,1,Blue 2,2,-3,-2,2,0,17,1,-2,2,-3,-1,Curly 2,4,6,1,NA,Pattern,9,63,63,63,NA,White,N,1,N,Same,N,1,182,75,0,0,0,0,0,0,0,0,0,0,N,N,White,N,None,None,White,N,N,Standard,Short,N,Same,Standard,N,58,75,80,80,75,73,80,72,65,62,69,66,70,70,53,80,55,55,60,78,80,67,62,62,50,75,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,Leonard,L E O N A R D,8290,32,B,1,1,1,1,N,N,Standard/Lasting,47,5,L,L,SB,0,0,0,1,1,0,0,0,0,0,0,0,Belgium,14,0,AZ,2,Build,1,-4,-3,0,1,13,0,-3,0,23,0,-2,1,1,1,Blue 2,6,-1,-1,1,0,10,0,-2,1,-2,-3,Very Short 2,1,7,NA,NA,Pattern,9,63,63,63,NA,Black,N,1,38,9,N,1,185,79,0,0,0,0,0,0,0,0,0,0,N,N,White,N,None,None,White,N,N,Standard,Auto,N,Same,Standard,N,59,70,75,80,68,70,71,68,70,68,70,65,72,68,60,75,60,55,71,69,77,68,63,77,50,70,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,Swerts,S W I F T I E,9705,24,A,1,1,1,1,N,N,Standard,58,5,R,B,SB,0,0,1,1,1,0,1,1,0,0,0,0,Belgium,6,0,,0,Build,1,0,7,0,1,19,0,-3,-1,5,-1,-2,0,-2,1,Brown 2,7,1,1,3,0,4,1,1,3,0,-1,Curly 1,2,3,2,NA,Pattern,17,63,63,63,N,White,N,1,N,Same,N,1,179,75,0,0,0,0,0,0,0,0,0,0,N,N,White,R,White,None,White,N,1,Untucked,Auto,N,Same,Standard,N,64,69,77,83,75,76,74,77,74,78,68,69,71,73,65,79,63,66,64,74,83,76,74,65,50,68,5,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
40,Collen,C O L L E N,8824,26,A,1,1,1,1,N,N,Standard/Lasting,47,4,R,R,SB,0,0,1,1,0,0,0,0,0,0,0,0,Belgium,2,0,Feyenoord,39,Build,1,-3,-2,0,1,24,-2,-3,0,24,-2,-1,-2,-2,1,Black 2,8,0,-1,3,0,10,0,0,1,-3,-3,Straight 1,1,5,1,NA,Pattern,12,63,63,63,N,White,N,1,N,Same,N,1,183,84,0,0,0,0,0,0,0,0,0,0,N,N,White,N,None,None,White,N,N,Standard,Auto,N,Same,Standard,Y,60,72,79,80,75,74,70,74,69,72,64,70,69,69,58,75,56,53,60,75,80,69,58,69,50,70,6,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,Geraerts,GERAERTS,10619,24,A,1,1,1,1,N,N,Standard,52,5,L,B,DM,0,0,0,0,1,0,0,0,0,0,0,0,Belgium,7,0,,0,Build,1,-3,-7,0,1,3,0,-3,0,16,0,-2,-3,1,1,Dark Grey 2,1,-2,0,3,2,6,0,-2,1,-3,0,Very Short 1,4,2,NA,NA,Pattern,22,63,63,63,NA,White,N,1,N,Same,N,1,180,78,0,0,0,0,0,0,0,0,0,0,N,N,White,N,None,None,White,N,N,Standard,Auto,N,Same,Standard,N,60,68,80,82,74,72,73,70,70,73,73,69,69,73,63,80,65,58,55,75,76,70,65,75,50,78,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,Caluwé,C A L U W E,9931,28,A,1,1,1,1,N,N,Standard/Lasting,11,7,R,B,SM,0,0,0,0,0,0,1,1,1,0,1,0,Belgium,21,0,FC Utrecht,10,Build,1,0,0,0,1,3,-2,-3,0,21,-2,0,0,0,1,Blue 2,5,-3,-3,3,0,12,1,-1,2,-2,-3,Straight 1,1,1,1,NA,Pattern,9,63,63,63,N,White,N,1,N,Same,N,1,172,66,0,0,0,0,0,0,0,0,0,0,N,N,White,N,None,None,White,N,N,Standard,Auto,N,Same,Standard,N,73,55,69,83,76,78,70,81,80,74,74,75,76,75,70,82,69,72,74,64,79,80,66,65,50,70,5,5,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
43,Daerden,D A E R D E N,65535,24,A,2,1,1,1,N,N,Standard,72,4,L,L,SM,0,0,0,0,0,0,0,1,1,0,0,0,Belgium,18,0,,0,Build,1,-4,0,1,1,12,0,-3,-2,21,0,-1,-1,1,1,Brown 2,4,2,1,1,2,6,0,0,4,0,1,Curly 2,2,1,1,NA,Pattern,17,63,63,63,NA,White,N,1,N,Same,N,1,191,82,0,0,0,0,0,0,0,0,0,0,N,N,White,N,None,None,White,N,N,Standard,Auto,N,Same,Standard,N,73,47,83,80,82,80,68,80,85,78,70,67,72,76,68,81,70,74,76,74,73,75,83,67,50,66,5,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,M. Mpenza,M P E N Z A,52685,29,C,2,1,1,1,N,N,Standard,79,4,R,B,SS,0,0,0,0,0,0,0,1,0,1,1,1,Belgium,11,0,Bayern München,17,Preset,4,0,7,0,16,25,0,-1,0,22,-3,-1,-3,-3,1,Black 2,5,-2,-1,3,0,4,-2,0,1,-1,-3,Dreadlocks,2,1,2,NA,Pattern,9,63,63,63,NA,Black,N,1,N,Same,N,1,176,72,7,0,1,1,2,0,1,1,0,-1,N,1,White,N,None,None,White,N,N,Untucked,Auto,N,Same,Standard,Y,78,40,72,83,88,85,78,87,83,90,74,75,73,76,72,82,75,67,70,77,92,83,86,70,50,70,4,5,4,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
45,Huysegems,HUYSEGEMS,9856,24,A,1,1,1,1,N,N,Standard,94,5,L,L,WF,0,0,0,0,0,0,0,0,0,1,0,1,Belgium,23,0,Feyenoord,11,Build,1,0,0,0,1,9,-1,0,0,27,0,0,-3,-3,1,Dark Grey 2,3,-3,3,1,0,6,0,-1,2,-2,-1,Buzz Cut,4,1,NA,4,Pattern,9,63,63,63,NA,White,N,1,N,Same,N,1,186,81,0,0,0,0,0,0,0,0,0,0,N,N,White,N,None,None,White,N,N,Standard,Auto,N,Same,Standard,Y,78,41,80,78,75,80,73,72,78,71,73,71,70,70,75,78,76,70,67,80,75,76,73,65,50,73,5,4,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
46,Vandenbergh,VANDENBERGH,52685,23,A,1,1,1,1,N,N,Standard,3,4,R,B,CF,0,0,0,0,0,0,0,0,0,0,0,1,Belgium,15,0,,0,Build,1,-1,-3,0,1,20,0,-2,2,5,1,-1,1,0,1,Light Blue 1,2,1,1,1,3,13,1,-1,2,-1,0,Very Short 2,1,2,NA,NA,Pattern,13,63,63,63,NA,White,N,1,N,Same,N,1,179,71,2,0,1,1,1,0,0,0,-2,4,N,N,White,N,None,None,White,N,N,Standard,Auto,N,Same,Standard,N,74,34,74,78,75,77,78,74,73,73,69,65,66,68,75,80,76,64,58,71,77,74,80,71,50,66,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,Ivankov,I V A N K O V,52685,30,A,1,1,1,1,N,N,Late,93,5,R,B,GK,1,0,0,0,0,0,0,0,0,0,0,0,Bulgaria,27,0,,0,Build,1,0,2,0,1,15,-2,-3,0,1,0,-3,-3,-3,1,Brown 2,3,-3,0,4,0,1,0,-2,2,-2,0,Buzz Cut,1,1,NA,2,Pattern,9,63,63,63,NA,White,N,1,95,10,N,1,188,80,0,0,0,0,0,0,0,0,0,0,N,N,White,N,None,None,White,N,N,Standard,Auto,N,Same,Standard,N,40,78,81,56,67,65,87,67,43,40,42,52,52,63,37,81,37,37,36,40,76,52,56,72,77,69,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,Topuzakov,TOPUZAKOV,52685,29,A,1,1,1,1,N,N,Standard,3,5,R,R,CB,0,0,1,1,0,0,0,0,0,0,0,0,Bulgaria,21,0,,0,Build,1,-1,-1,0,1,15,0,-3,0,11,0,0,0,0,1,Dark Grey 2,3,0,0,4,0,1,0,-2,2,-3,0,Straight 1,1,13,1,NA,Pattern,12,63,63,63,NA,White,N,1,N,Same,N,1,182,73,0,0,0,0,0,0,0,0,0,0,N,N,White,N,None,None,White,N,N,Standard,Auto,N,Same,Standard,N,65,66,80,85,82,80,72,70,69,70,68,66,73,68,62,70,64,65,58,81,77,68,60,74,50,77,6,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
49,V. Iliev,V.   I L I E V,52685,26,A,1,1,1,1,N,N,Standard,3,5,R,B,CB,0,0,1,0,0,0,0,0,0,0,0,0,Bulgaria,5,0,,0,Build,1,1,-7,0,1,13,-2,-1,-3,2,0,1,-2,1,1,Black 1,1,2,-2,3,-3,1,-1,-1,7,-3,-3,Straight 1,1,5,1,NA,Pattern,10,63,63,63,N,White,N,1,N,Same,N,1,185,80,0,0,0,0,0,0,0,0,0,0,N,N,White,N,None,None,White,N,N,Standard,Auto,N,White,Standard,N,54,77,80,78,75,74,75,71,69,68,70,67,72,71,57,78,59,56,55,77,82,70,63,69,50,73,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,Kishishev,KISHISHEV,65535,32,A,1,1,1,1,N,N,Late,66,5,R,R,SB,0,0,0,1,1,1,0,1,0,0,0,0,Bulgaria,2,0,Charlton Athletic FC,6,Build,1,-1,-2,0,1,13,0,-3,0,17,-1,-3,-1,-1,1,Brown 2,6,-1,-2,3,0,1,1,0,1,-3,-3,Very Short 1,4,1,NA,NA,Pattern,10,63,63,63,NA,White,N,1,N,Same,N,1,180,78,0,0,0,0,0,0,0,0,0,0,N,N,White,B,White,None,White,N,N,Standard,Auto,N,Same,Short,Y,72,66,74,82,79,77,71,66,78,74,72,67,78,70,68,80,73,64,68,61,70,70,70,69,50,80,7,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,I. Petkov,I.  PETKOV,52685,30,A,1,2,1,1,N,N,Standard,78,5,L,L,SB,0,0,1,1,0,0,0,0,0,0,0,0,Bulgaria,4,0,,0,Build,1,-4,7,0,1,21,0,-3,0,11,-3,0,0,0,1,Dark Grey 2,3,-1,-1,4,0,12,0,-1,2,-3,3,Straight 1,1,6,1,NA,Pattern,11,63,63,63,N,White,N,1,N,Same,N,1,180,75,0,0,0,0,0,0,0,0,0,0,N,N,White,N,None,None,White,N,N,Standard,Auto,N,Same,Standard,N,70,66,76,84,76,75,72,75,78,76,70,74,76,75,63,76,61,70,67,77,76,75,71,70,50,70,7,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,Yankov,Y A N K O V,52685,22,A,1,1,1,1,N,N,Standard,72,4,R,B,DM,0,0,0,0,1,0,1,0,1,0,0,0,Bulgaria,8,0,,0,Build,1,0,0,0,1,21,-2,-3,0,21,0,0,0,0,1,Dark Grey 2,3,-3,-3,5,0,7,0,-2,2,-3,0,Very Short 2,1,1,NA,NA,Pattern,10,63,63,63,NA,White,N,1,N,Same,N,1,176,73,0,0,0,0,0,0,0,0,0,0,N,N,White,N,None,None,White,N,N,Standard,Auto,N,Same,Standard,N,73,59,68,81,80,79,71,82,80,76,81,77,80,74,70,76,67,70,74,63,75,81,78,67,50,65,4,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,S. Petrov,S.  CAMARGO,52685,27,A,1,1,1,1,N,N,Standard/Lasting,15,6,R,B,CM,0,0,0,0,0,0,1,1,1,0,1,0,Bulgaria,19,0,Roda JC,6,Build,1,0,0,0,1,3,-2,-3,0,27,0,0,-1,2,1,Blue 2,4,3,0,1,0,6,0,0,2,-1,0,Straight 1,1,6,3,NA,Pattern,16,63,63,63,N,White,N,1,N,Same,N,1,180,77,0,0,0,0,0,0,0,0,0,0,N,N,White,N,None,None,White,N,N,Untucked,Auto,N,Same,Standard,N,74,70,80,90,76,77,74,74,80,70,83,78,80,82,72,81,70,76,85,69,75,83,70,82,50,80,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
54,Gargorov,GARGOROV,52685,25,A,1,1,1,1,N,N,Standard,76,4,L,L,SM,0,0,0,0,0,0,1,1,0,1,0,0,Bulgaria,23,0,,0,Build,1,-3,-1,0,1,19,2,-3,0,11,0,0,2,2,1,Brown 2,1,-1,0,1,0,1,0,-1,2,-1,0,Straight 1,1,1,1,NA,Pattern,11,63,63,63,N,White,N,1,23,6,N,1,167,61,0,0,1,1,0,0,0,-1,-2,2,N,N,White,N,None,None,White,N,N,Standard,Auto,N,Same,Standard,N,75,53,66,80,76,80,73,76,81,76,72,70,77,75,77,78,75,83,83,65,73,81,80,68,50,62,4,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
55,Bojinov,B O J I N O V,65535,20,A,2,2,1,1,N,N,Standard/Lasting,91,6,L,R,CF,0,0,0,0,0,0,0,0,0,1,1,1,Bulgaria,10,0,,0,Build,1,2,3,0,1,21,0,-3,-3,31,1,1,-1,0,1,Brown 2,2,-1,1,5,3,13,1,-1,7,-1,0,Buzz Cut,1,1,NA,2,Pattern,9,63,63,63,NA,White,N,1,N,Same,N,1,178,78,0,0,0,0,0,0,0,0,0,0,N,N,White,L,White,None,White,N,N,Standard,Auto,N,Same,Standard,Y,79,30,77,77,81,85,78,86,82,77,76,73,72,70,80,81,80,75,80,70,77,82,84,66,50,65,4,6,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
56,M. Petrov,PETROV,65535,27,B,2,1,1,1,N,N,Standard,78,5,L,L,WF,0,0,0,0,0,0,0,1,0,1,1,0,Bulgaria,17,0,F.C. Barcelona,15,Build,1,0,0,0,1,13,-2,-3,-3,1,0,-1,2,2,1,Brown 2,3,1,2,3,0,6,0,-2,8,-2,2,Very Short 1,1,1,NA,NA,Pattern,10,63,63,63,NA,White,N,1,96,5,N,1,180,77,0,0,0,0,0,0,0,0,0,0,N,2,White,N,None,None,White,Y,N,Untucked,Auto,N,Same,Standard,Y,83,42,77,84,88,91,74,80,79,90,75,77,80,86,75,87,82,79,88,68,74,77,87,74,50,74,5,5,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
57,+,BENBATOV,52685,25,A,1,1,1,1,N,N,Standard/Lasting,32,7,R,B,CF,0,0,0,0,0,0,0,0,0,0,0,1,Bulgaria,0,0,C. Gimnastic,2,Build,1,-3,-3,0,1,26,0,-2,0,31,0,-3,1,0,1,Dark Grey 2,6,-1,1,4,-2,14,1,0,1,0,0,Very Short 1,3,5,NA,NA,Pattern,11,63,63,63,NA,Black,N,1,76,8,N,1,188,79,0,0,0,0,0,0,0,0,0,0,N,N,White,N,None,None,White,Y,N,Standard,Auto,N,Same,Standard,Y,86,43,85,82,86,83,85,78,81,73,77,71,75,67,85,83,89,67,70,81,80,87,84,75,50,77,5,5,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
58,G. Petkov,G.  PETKOV,52685,30,A,1,1,1,1,N,N,Late/Lasting,-122,4,R,B,GK,1,0,0,0,0,0,0,0,0,0,0,0,Bulgaria,1,0,,0,Build,1,-6,-6,0,1,17,0,-2,-3,7,0,-1,-2,1,1,Dark Grey 2,2,0,-1,5,2,18,2,-1,4,0,0,Very Short 1,3,1,NA,NA,Pattern,10,63,63,63,NA,White,N,1,N,Same,N,1,187,76,0,0,0,0,0,0,0,0,0,0,N,N,White,N,None,None,White,N,N,Standard,Auto,N,White,Standard,N,30,74,83,60,65,66,83,65,46,48,50,49,50,56,35,78,39,37,40,45,76,46,61,73,76,67,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,Kolev,K  O  L  E  V,52685,30,A,1,1,1,1,N,N,Standard,52,5,R,B,GK,1,0,0,0,0,0,0,0,0,0,0,0,Bulgaria,12,0,,0,Build,2,0,2,0,1,17,-1,-3,-3,27,1,0,-1,1,1,Brown 2,6,-1,0,4,1,6,1,-1,1,-1,0,Very Short 1,1,1,NA,NA,Pattern,9,63,63,63,NA,White,N,1,108,10,N,1,186,82,0,0,0,0,0,0,0,0,0,0,N,N,White,N,None,None,White,N,N,Standard,Long,N,Same,Standard,N,30,75,81,60,62,67,83,63,51,50,49,50,54,70,40,76,45,42,43,50,76,65,65,73,77,75,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,Kirilov,K I R I L O V,52685,33,A,1,1,1,1,N,N,Standard,42,5,R,R,CB,0,0,1,1,0,0,0,0,0,0,0,0,Bulgaria,24,0,CS Sedan,3,Build,1,-3,0,0,1,9,-2,-3,0,19,0,-3,-3,-3,1,Brown 2,3,-2,0,1,0,6,0,-2,2,-3,2,Straight 1,1,1,1,NA,Pattern,9,63,63,63,N,White,N,1,95,5,N,1,183,76,0,0,0,0,0,0,0,0,0,0,N,N,White,N,None,None,White,N,N,Standard,Auto,N,Same,Standard,N,53,78,81,77,76,68,73,69,64,67,69,63,69,66,56,77,55,50,46,82,80,68,55,73,50,81,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
61,Karaslavov,KARASLAVOV,52685,26,A,1,1,1,1,N,N,Standard,53,4,R,R,SB,0,0,0,1,0,0,0,0,0,0,0,0,Bulgaria,22,0,,0,Build,1,-5,0,0,1,15,-2,-3,0,15,1,0,0,0,2,Black 1,5,0,0,4,0,5,0,0,4,0,1,Very Short 1,1,6,NA,NA,Pattern,9,63,63,63,NA,White,N,1,N,Same,N,1,186,84,0,0,0,0,0,0,0,0,0,0,N,N,White,N,None,None,White,N,N,Standard,Auto,N,Same,Standard,N,60,69,82,80,73,72,73,72,66,67,69,66,71,70,58,79,61,58,55,78,76,68,60,70,50,72,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,Wagner,W A G N E R,52685,30,A,1,1,1,1,N,N,Standard,57,4,L,L,SB,0,0,0,1,0,0,0,0,0,0,0,0,Bulgaria,14,0,,0,Build,3,-3,-3,0,1,20,0,-1,-3,11,2,-2,-1,-3,2,Black 2,4,0,2,2,3,12,0,0,3,0,0,Buzz Cut,1,1,NA,4,Pattern,9,63,63,63,NA,Black,N,1,N,Same,N,1,180,76,0,0,1,1,0,0,0,-1,-2,2,N,N,White,N,None,None,White,N,N,Standard,Auto,N,Same,Standard,N,65,62,80,83,82,80,72,78,78,80,69,72,75,76,63,78,60,74,75,65,75,75,71,68,50,65,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
